48.148957,-4.505272,1429614402000
48.148977,-4.50518,1429614404000
48.148995,-4.505088,1429614406000
48.149015,-4.504996,1429614408000
48.149034,-4.504898,1429614410000
48.149051,-4.504803,1429614412000
48.149067,-4.50471,1429614414000
48.149082,-4.504619,1429614416000
48.149096,-4.504528,1429614418000
48.149109,-4.504435,1429614420000
48.149121,-4.504339,1429614422000
48.149132,-4.504244,1429614424000
48.149145,-4.50415,1429614426000
48.149158,-4.504055,1429614428000
48.149172,-4.503958,1429614430000
48.149185,-4.503863,1429614432000
48.149197,-4.50377,1429614434000
48.14921,-4.503673,1429614436000
48.149223,-4.50358,1429614438000
48.149234,-4.503484,1429614440000
48.149249,-4.503387,1429614442000
48.149266,-4.503294,1429614444000
48.149285,-4.503203,1429614446000
48.149306,-4.503113,1429614448000
48.14933,-4.50302,1429614450000
48.149351,-4.502924,1429614452000
48.149369,-4.502833,1429614454000
48.149385,-4.502743,1429614456000
48.1494,-4.50265,1429614458000
48.149414,-4.502557,1429614460000
48.149427,-4.502463,1429614462000
48.14944,-4.502372,1429614464000
48.149455,-4.502279,1429614466000
48.149472,-4.502184,1429614468000
48.14949,-4.502092,1429614470000
48.149508,-4.501999,1429614472000
48.149528,-4.501902,1429614474000
48.149547,-4.50181,1429614476000
48.149566,-4.501719,1429614478000
48.149586,-4.501626,1429614480000
48.149606,-4.501533,1429614482000
48.149628,-4.501443,1429614484000
48.149649,-4.501349,1429614486000
48.149669,-4.501257,1429614488000
48.149687,-4.501164,1429614490000
48.149703,-4.501071,1429614492000
48.149716,-4.50098,1429614494000
48.149731,-4.500887,1429614496000
48.149748,-4.500791,1429614498000
48.149769,-4.500695,1429614500000
48.149789,-4.500603,1429614502000
48.149809,-4.500512,1429614504000
48.149829,-4.500421,1429614506000
48.149847,-4.500327,1429614508000
48.149865,-4.500233,1429614510000
48.14988,-4.500141,1429614512000
48.149893,-4.500052,1429614514000
48.149906,-4.49996,1429614516000
48.149921,-4.499866,1429614518000
48.149938,-4.499771,1429614520000
48.149954,-4.499676,1429614522000
48.149973,-4.499583,1429614524000
48.149992,-4.499485,1429614526000
48.150011,-4.499393,1429614528000
48.150029,-4.499303,1429614530000
48.150044,-4.499212,1429614532000
48.15006,-4.499114,1429614534000
48.150075,-4.499018,1429614536000
48.150088,-4.498922,1429614538000
48.150102,-4.498828,1429614540000
48.150117,-4.498733,1429614542000
48.150134,-4.498637,1429614544000
48.150151,-4.498544,1429614546000
48.150168,-4.498452,1429614548000
48.150186,-4.498357,1429614550000
48.150203,-4.498266,1429614552000
48.150221,-4.498174,1429614554000
48.150241,-4.498076,1429614556000
