48.15661,-4.483762,1429614402000
48.156555,-4.483602,1429614403000
48.156499,-4.483441,1429614404000
48.156444,-4.483279,1429614405000
48.156389,-4.483117,1429614406000
48.156335,-4.482954,1429614407000
48.156283,-4.48279,1429614408000
48.156231,-4.482626,1429614409000
48.156178,-4.482462,1429614410000
48.156128,-4.4823,1429614411000
48.15608,-4.482132,1429614412000
48.156029,-4.481969,1429614413000
48.155977,-4.481807,1429614414000
48.155929,-4.481642,1429614415000
48.155884,-4.481475,1429614416000
48.155839,-4.48131,1429614417000
48.155795,-4.481146,1429614418000
48.155751,-4.480984,1429614419000
48.155713,-4.480826,1429614420000
48.155679,-4.480664,1429614421000
48.155645,-4.480503,1429614422000
48.155609,-4.480346,1429614423000
48.15557,-4.480192,1429614424000
48.155528,-4.480043,1429614425000
48.155484,-4.479893,1429614426000
48.155444,-4.479737,1429614427000
48.155408,-4.479581,1429614428000
48.155376,-4.479421,1429614429000
48.155341,-4.479261,1429614430000
48.155305,-4.479103,1429614431000
48.155271,-4.478943,1429614432000
48.155236,-4.478785,1429614433000
48.155201,-4.478623,1429614434000
48.155165,-4.478465,1429614435000
48.155134,-4.478302,1429614436000
48.155107,-4.478136,1429614437000
48.155082,-4.477969,1429614438000
48.155056,-4.4778,1429614439000
48.155028,-4.477633,1429614440000
48.154999,-4.477466,1429614441000
48.154973,-4.477298,1429614442000
48.154947,-4.477131,1429614443000
48.15492,-4.476967,1429614444000
48.154895,-4.476803,1429614445000
48.154868,-4.476635,1429614446000
48.154838,-4.476466,1429614447000
48.154801,-4.476301,1429614448000
48.154761,-4.476138,1429614449000
48.15472,-4.475976,1429614450000
48.154676,-4.475816,1429614451000
48.154625,-4.475661,1429614452000
48.154566,-4.475511,1429614453000
48.1545,-4.475362,1429614454000
48.154428,-4.475215,1429614455000
48.154357,-4.475064,1429614456000
48.154288,-4.474908,1429614457000
48.154217,-4.47475,1429614458000
48.154146,-4.474591,1429614459000
48.154074,-4.474432,1429614460000
48.154001,-4.474275,1429614461000
48.153929,-4.474113,1429614462000
48.153854,-4.473962,1429614463000
48.153781,-4.473814,1429614464000
48.153711,-4.473665,1429614465000
48.153641,-4.47352,1429614466000
48.153572,-4.473377,1429614467000
48.153506,-4.473235,1429614468000
48.153438,-4.473101,1429614469000
48.153368,-4.472966,1429614470000
48.153302,-4.47283,1429614471000
48.153241,-4.47269,1429614472000
48.153176,-4.472548,1429614473000
48.153107,-4.47241,1429614474000
48.153039,-4.472269,1429614475000
48.152978,-4.472124,1429614476000
48.152925,-4.471971,1429614477000
48.152876,-4.471816,1429614478000
48.152823,-4.471666,1429614479000
48.152764,-4.471521,1429614480000
48.152698,-4.471387,1429614481000
48.152633,-4.471254,1429614482000
48.152574,-4.471117,1429614483000
48.152514,-4.47098,1429614484000
48.152457,-4.47084,1429614485000
48.152403,-4.4707,1429614486000
48.15235,-4.470555,1429614487000
48.152299,-4.470409,1429614488000
48.152249,-4.470259,1429614489000
48.1522,-4.470104,1429614490000
48.152151,-4.469948,1429614491000
48.152098,-4.469788,1429614492000
48.152043,-4.469629,1429614493000
48.151986,-4.469473,1429614494000
48.151925,-4.469322,1429614495000
48.151863,-4.469174,1429614496000
48.151804,-4.469027,1429614497000
48.151753,-4.46888,1429614498000
48.151708,-4.46873,1429614499000
48.151667,-4.468576,1429614500000
48.151628,-4.468423,1429614501000
48.151596,-4.468271,1429614502000
48.151582,-4.468116,1429614503000
48.151597,-4.467966,1429614504000
48.151634,-4.467832,1429614505000
48.151693,-4.467714,1429614506000
48.151768,-4.467621,1429614507000
48.151857,-4.467557,1429614508000
48.151952,-4.467535,1429614509000
48.152052,-4.467548,1429614510000
48.152155,-4.467577,1429614511000
48.152261,-4.467608,1429614512000
48.15237,-4.467646,1429614513000
48.152483,-4.467693,1429614514000
48.152601,-4.467743,1429614515000
48.152722,-4.467797,1429614516000
48.152842,-4.467856,1429614517000
48.152963,-4.467916,1429614518000
48.15308,-4.467989,1429614519000
48.153195,-4.468066,1429614520000
48.153312,-4.46814,1429614521000
48.153433,-4.468226,1429614522000
48.153558,-4.468328,1429614523000
48.153683,-4.468442,1429614524000
48.15381,-4.468565,1429614525000
48.153936,-4.468693,1429614526000
48.154061,-4.46883,1429614527000
48.154183,-4.468966,1429614528000
48.154301,-4.469109,1429614529000
48.154417,-4.46924,1429614530000
48.154532,-4.469355,1429614531000
48.154641,-4.469469,1429614532000
48.154749,-4.469584,1429614533000
48.154856,-4.469699,1429614534000
48.154959,-4.469819,1429614535000
48.155056,-4.469936,1429614536000
48.155146,-4.470054,1429614537000
48.155237,-4.470168,1429614538000
48.155325,-4.470282,1429614539000
48.15541,-4.470402,1429614540000
48.155496,-4.470524,1429614541000
48.155583,-4.470647,1429614542000
48.155668,-4.470771,1429614543000
48.155753,-4.470899,1429614544000
48.155845,-4.471015,1429614545000
48.155946,-4.471112,1429614546000
48.156049,-4.471197,1429614547000
48.156152,-4.47128,1429614548000
48.156251,-4.471372,1429614549000
48.156344,-4.471481,1429614550000
48.156434,-4.471596,1429614551000
48.15653,-4.471701,1429614552000
48.156632,-4.471788,1429614553000
48.156733,-4.471879,1429614554000
48.156833,-4.471969,1429614555000
48.156938,-4.472048,1429614556000
